Network Size	 Learning Rate	 Batch Size	 Lambda	 Momentum	 Epochs	 Time	 Accuracy
[784, 100, 10]	0.1	10	0.0	0.0	30	0	0.58
[784, 150, 10]	0.1	10	0.0	0.0	30	0	0.6
[784, 200, 10]	0.1	10	0.0	0.0	30	0	0.61
[784, 50, 50, 10]	0.1	10	0.0	0.0	30	0	0.27
[784, 100, 100, 10]	0.1	10	0.0	0.0	30	0	0.22
[784, 100, 50, 10]	0.1	10	0.0	0.0	30	0	0.27
